 WL        Abs       T%
 991.0  0.053435  88.422935
 992.0  0.053697  88.369553
 993.0  0.053508  88.408104
 994.0  0.053776  88.353470
 995.0  0.053709  88.367249
 996.0  0.053442  88.421600
 997.0  0.053540  88.401527
 998.0  0.053160  88.479019
 999.0  0.053349  88.440460
1000.0  0.053343  88.441719
1001.0  0.053275  88.455536
1002.0  0.053206  88.469543
1003.0  0.053102  88.490768
1004.0  0.053321  88.446136
1005.0  0.053480  88.413879
1006.0  0.053509  88.407883
1007.0  0.053546  88.400337
1008.0  0.053517  88.406334
1009.0  0.053458  88.418175
1010.0  0.053430  88.423882
1011.0  0.053537  88.402138
1012.0  0.053522  88.405289
1013.0  0.053380  88.434174
1014.0  0.053407  88.428635
1015.0  0.053446  88.420769
1016.0  0.053304  88.449608
1017.0  0.053349  88.440529
1018.0  0.053296  88.451210
1019.0  0.053265  88.457527
1020.0  0.053428  88.424438
1021.0  0.053066  88.498085
1022.0  0.053186  88.473625
1023.0  0.053080  88.495338
1024.0  0.052997  88.512177
1025.0  0.053279  88.454681
1026.0  0.052256  88.663376
1027.0  0.052346  88.645027
1028.0  0.052680  88.576897
1029.0  0.052277  88.659065
1030.0  0.052798  88.552681
1031.0  0.052453  88.623108
1032.0  0.052543  88.604668
1033.0  0.052572  88.598877
1034.0  0.052169  88.681068
1035.0  0.052524  88.608536
1036.0  0.052449  88.623909
1037.0  0.052271  88.660309
1038.0  0.052032  88.709114
1039.0  0.051911  88.733757
1040.0  0.051773  88.762016
1041.0  0.051716  88.773666
1042.0  0.051645  88.788162
1043.0  0.050923  88.935982
1044.0  0.050954  88.929482
1045.0  0.050597  89.002571
1046.0  0.050435  89.035782
1047.0  0.050100  89.104652
1048.0  0.050154  89.093552
1049.0  0.049645  89.197960
1050.0  0.049339  89.260834
1051.0  0.048854  89.360558
1052.0  0.048266  89.481689
1053.0  0.070116  85.091133
1054.0  0.047873  89.562637
1055.0  0.047859  89.565514
1056.0  0.047783  89.581169
1057.0  0.047505  89.638481
1058.0  0.047773  89.583359
1059.0  0.047434  89.653297
1060.0  0.047162  89.709450
1061.0  0.047138  89.714424
1062.0  0.046813  89.781456
1063.0  0.046613  89.822960
1064.0  0.046801  89.784065
1065.0  0.046093  89.930473
1066.0  0.045886  89.973389
1067.0  0.046171  89.914383
1068.0  0.044912  90.175362
1069.0  0.044928  90.172096
1070.0  0.044583  90.243805
1071.0  0.043517  90.465553
1072.0  0.044232  90.316757
1073.0  0.043247  90.521667
1074.0  0.043274  90.516174
1075.0  0.043153  90.541321
1076.0  0.041933  90.796150
1077.0  0.042600  90.656784
1078.0  0.041241  90.940941
1079.0  0.041896  90.803795
1080.0  0.040555  91.084511
1081.0  0.040692  91.055840
1082.0  0.040148  91.169907
1083.0  0.039394  91.328430
1084.0  0.040036  91.193535
1085.0  0.038530  91.510254
1086.0  0.038463  91.524399
1087.0  0.037423  91.743958
1088.0  0.037142  91.803329
1089.0  0.036185  92.005722
1090.0  0.035606  92.128441
1091.0  0.035369  92.178810
1092.0  0.034579  92.346588
1093.0  0.033412  92.595024
1094.0  0.033259  92.627670
1095.0  0.031092  93.091057
1096.0  0.030498  93.218422
1097.0  0.029115  93.515862
1098.0  0.026896  93.994888
1099.0  0.024293  94.559860
1100.0  0.019792  95.544968
